TimeStamp;TimeStamp(Tool);Valid_Tool0;X_Tool0;Y_Tool0;Z_Tool0;QX_Tool0;QY_Tool0;QZ_Tool0;QR_Tool0
204500.6;204500.58;1;-99.51000214;-99.22000122;-85.08000183;-0.006099999882;-0.008700000122;0;0.9998999834
204609.86;204609.83;1;-99.51000214;-99.22000122;-85.08000183;-0.006099999882;-0.008700000122;0;0.9998999834
204719;204718.97;1;-99.51000214;-99.22000122;-85.08000183;-0.006099999882;-0.008700000122;0;0.9998999834
204828.21;204828.18;1;-99.51000214;-99.22000122;-85.08000183;-0.006099999882;-0.008700000122;0;0.9998999834
204937.39;204937.37;1;-99.5;-99.22000122;-85.08000183;-0.006099999882;-0.008700000122;0;0.9998999834
205046.59;205046.56;1;-99.5;-99.22000122;-85.08999634;-0.006099999882;-0.008700000122;0;0.9998999834
205155.79;205155.77;1;-99.5;-99.22000122;-85.08999634;-0.006099999882;-0.008700000122;0;0.9998999834
205265.01;205264.98;1;-99.5;-99.23000336;-85.08000183;-0.006099999882;-0.008700000122;0;0.9998999834
205374.19;205374.16;1;-99.51000214;-99.23000336;-85.08000183;-0.006099999882;-0.008700000122;0;0.9998999834
205483.46;205483.43;1;-99.51000214;-99.23000336;-85.08000183;-0.006099999882;-0.008700000122;0;0.9998999834
205592.64;205592.61;1;-99.51000214;-99.22000122;-85.08000183;-0.006099999882;-0.008700000122;0;0.9998999834
205701.8;205701.77;1;-99.51000214;-99.22000122;-85.08000183;-0.006099999882;-0.008700000122;0;0.9998999834
205810.97;205810.94;1;-99.5;-99.22000122;-85.08000183;-0.006099999882;-0.008700000122;0;0.9998999834
205920.54;205920.51;1;-99.51000214;-99.22000122;-85.08000183;-0.006099999882;-0.008700000122;0;0.9998999834
206029.34;206029.32;1;-99.51000214;-99.23000336;-85.08000183;-0.006099999882;-0.008700000122;0;0.9998999834
206138.52;206138.49;1;-99.51000214;-99.23000336;-85.08000183;-0.006099999882;-0.008700000122;0;0.9998999834
206247.72;206247.69;1;-99.51000214;-99.23000336;-85.08000183;-0.006099999882;-0.008700000122;0;0.9998999834
206356.94;206356.91;1;-99.51000214;-99.23000336;-85.08000183;-0.006099999882;-0.008700000122;0;0.9998999834
206466.12;206466.09;1;-99.51000214;-99.23000336;-85.08000183;-0.006099999882;-0.008700000122;0;0.9998999834
206575.28;206575.26;1;-99.51000214;-99.23000336;-85.08000183;-0.006099999882;-0.008700000122;0;0.9998999834
206684.51;206684.48;1;-99.51000214;-99.22000122;-85.08000183;-0.006099999882;-0.008700000122;0;0.9998999834
206793.92;206793.82;1;-99.51000214;-99.22000122;-85.08000183;-0.006099999882;-0.008700000122;0;0.9998999834
206903.11;206903.08;1;-99.5;-99.22000122;-85.08000183;-0.006099999882;-0.008700000122;0;0.9998999834
207012.07;207012.05;1;-99.5;-99.22000122;-85.08000183;-0.006099999882;-0.008700000122;0;0.9998999834
207121.28;207121.25;1;-99.5;-99.22000122;-85.08000183;-0.006099999882;-0.008700000122;0;0.9998999834
207230.49;207230.46;1;-99.5;-99.22000122;-85.08999634;-0.006099999882;-0.008700000122;0;0.9998999834
207339.63;207339.61;1;-99.51000214;-99.22000122;-85.08000183;-0.006099999882;-0.008700000122;0;0.9998999834
207448.9;207448.87;1;-99.51000214;-99.22000122;-85.08000183;-0.006099999882;-0.008700000122;0;0.9998999834
207558.15;207558.1;1;-99.5;-99.22000122;-85.08000183;-0.006099999882;-0.008700000122;0;0.9998999834
207667.23;207667.21;1;-99.5;-99.22000122;-85.08000183;-0.006099999882;-0.008700000122;0;0.9998999834
207776.42;207776.4;1;-99.51000214;-99.22000122;-85.08000183;-0.006099999882;-0.008700000122;0;0.9998999834
207885.62;207885.6;1;-99.51000214;-99.23000336;-85.08000183;-0.006099999882;-0.008700000122;0;0.9998999834
207994.81;207994.79;1;-99.51000214;-99.23000336;-85.08000183;-0.006099999882;-0.008700000122;0;0.9998999834
208103.97;208103.94;1;-99.5;-99.23000336;-85.08000183;-0.006099999882;-0.008700000122;0;0.9998999834
208213.29;208213.27;1;-99.5;-99.22000122;-85.08999634;-0.006099999882;-0.008700000122;0;0.9998999834
208322.5;208322.47;1;-99.51000214;-99.22000122;-85.08000183;-0.006099999882;-0.008700000122;0;0.9998999834
208431.59;208431.56;1;-99.51000214;-99.22000122;-85.08000183;-0.006099999882;-0.008700000122;0;0.9998999834
208540.88;208540.86;1;-99.51000214;-99.22000122;-85.08000183;-0.006099999882;-0.008700000122;0;0.9998999834
208649.99;208649.96;1;-99.51999664;-99.23000336;-85.08000183;-0.006099999882;-0.008700000122;0;0.9998999834
208759.15;208759.12;1;-99.51000214;-99.22000122;-85.08000183;-0.006099999882;-0.008700000122;0;0.9998999834
208868.5;208868.47;1;-99.5;-99.22000122;-85.08000183;-0.006099999882;-0.008700000122;0;0.9998999834
208977.67;208977.64;1;-99.51000214;-99.22000122;-85.08000183;-0.006099999882;-0.008700000122;0;0.9998999834
209086.75;209086.73;1;-99.51000214;-99.22000122;-85.08000183;-0.006099999882;-0.008700000122;0;0.9998999834
209195.96;209195.93;1;-99.5;-99.22000122;-85.08000183;-0.006099999882;-0.008700000122;0;0.9998999834
209305.13;209305.1;1;-99.51000214;-99.22000122;-85.08000183;-0.006099999882;-0.008700000122;0;0.9998999834
209414.33;209414.31;1;-99.51000214;-99.22000122;-85.08000183;-0.006099999882;-0.008700000122;0;0.9998999834
209523.5;209523.47;1;-99.51000214;-99.22000122;-85.08000183;-0.006099999882;-0.008700000122;0;0.9998999834
209632.71;209632.68;1;-99.5;-99.22000122;-85.08000183;-0.006099999882;-0.008700000122;0;0.9998999834
209741.99;209741.96;1;-99.51000214;-99.22000122;-85.08000183;-0.006099999882;-0.008700000122;0;0.9998999834
209851.11;209851.09;1;-99.51000214;-99.22000122;-85.08000183;-0.006099999882;-0.008700000122;0;0.9998999834
209960.29;209960.26;1;-99.51000214;-99.22000122;-85.08000183;-0.006099999882;-0.008700000122;0;0.9998999834
210069.47;210069.44;1;-99.5;-99.22000122;-85.08000183;-0.006099999882;-0.008700000122;0;0.9998999834
210178.67;210178.65;1;-99.5;-99.22000122;-85.08999634;-0.006099999882;-0.008700000122;0;0.9998999834
210287.89;210287.86;1;-99.51000214;-99.22000122;-85.08000183;-0.006099999882;-0.008700000122;0;0.9998999834
210397.08;210397.06;1;-99.51000214;-99.22000122;-85.08000183;-0.006099999882;-0.008700000122;0;0.9998999834
210506.26;210506.24;1;-99.51000214;-99.22000122;-85.08000183;-0.006099999882;-0.008700000122;0;0.9998999834
210615.46;210615.43;1;-99.51000214;-99.22000122;-85.08000183;-0.006099999882;-0.008700000122;0;0.9998999834
210724.87;210724.84;1;-99.51000214;-99.22000122;-85.08000183;-0.006099999882;-0.008700000122;0;0.9998999834
210833.83;210833.8;1;-99.5;-99.22000122;-85.08999634;-0.006099999882;-0.008700000122;0;0.9998999834
210943.13;210943.11;1;-99.51000214;-99.23000336;-85.08000183;-0.006099999882;-0.008700000122;0;0.9998999834
211052.3;211052.27;1;-99.51000214;-99.23000336;-85.08000183;-0.006099999882;-0.008700000122;0;0.9998999834
211161.57;211161.55;1;-99.51000214;-99.23000336;-85.08000183;-0.006099999882;-0.008700000122;0;0.9998999834
211270.63;211270.6;1;-99.51000214;-99.22000122;-85.08000183;-0.006099999882;-0.008700000122;0;0.9998999834
211379.81;211379.78;1;-99.51000214;-99.23000336;-85.08000183;-0.006099999882;-0.008700000122;0;0.9998999834
