TimeStamp;TimeStamp(Tool);Valid_Tool0;X_Tool0;Y_Tool0;Z_Tool0;QX_Tool0;QY_Tool0;QZ_Tool0;QR_Tool0
299718.94;299718.91;1;0.349999994;-100.0299988;-86.91000366;-0.009800000116;-0.008999999613;0;0.9998999834
299828.25;299828.22;1;0.349999994;-100.0299988;-86.91000366;-0.009800000116;-0.008999999613;0;0.9998999834
299937.34;299937.32;1;0.349999994;-100.0400009;-86.91999817;-0.009800000116;-0.008999999613;0;0.9998999834
300046.56;300046.54;1;0.349999994;-100.0400009;-86.91000366;-0.009800000116;-0.008999999613;0;0.9998999834
300155.62;300155.59;1;0.3600000143;-100.0299988;-86.91000366;-0.009800000116;-0.008999999613;0;0.9998999834
300265.01;300264.98;1;0.349999994;-100.0299988;-86.91999817;-0.009800000116;-0.008999999613;0;0.9998999834
300374.13;300374.11;1;0.349999994;-100.0299988;-86.91999817;-0.009800000116;-0.008999999613;0;0.9998999834
300483.31;300483.29;1;0.349999994;-100.0199966;-86.91999817;-0.009800000116;-0.008999999613;0;0.9998999834
300592.56;300592.53;1;0.349999994;-100.0199966;-86.91000366;-0.009800000116;-0.008999999613;0;0.9998999834
300701.69;300701.66;1;0.349999994;-100.0299988;-86.91999817;-0.009800000116;-0.008999999613;0;0.9998999834
300810.88;300810.86;1;0.349999994;-100.0299988;-86.91999817;-0.009800000116;-0.008999999613;0;0.9998999834
300920.1;300920.08;1;0.349999994;-100.0199966;-86.91999817;-0.009800000116;-0.008999999613;0;0.9998999834
301029.27;301029.25;1;0.349999994;-100.0400009;-86.91999817;-0.009800000116;-0.008999999613;0;0.9998999834
301138.48;301138.46;1;0.349999994;-100.0500031;-86.91000366;-0.009800000116;-0.008999999613;0;0.9998999834
301247.69;301247.66;1;0.349999994;-100.0400009;-86.91999817;-0.009800000116;-0.008999999613;0;0.9998999834
301356.88;301356.85;1;0.349999994;-100.0199966;-86.91999817;-0.009800000116;-0.008999999613;0;0.9998999834
301466.14;301466.11;1;0.349999994;-100.0199966;-86.91999817;-0.009800000116;-0.008999999613;0;0.9998999834
301575.23;301575.21;1;0.349999994;-100.0299988;-86.91000366;-0.009800000116;-0.008999999613;0;0.9998999834
301684.43;301684.4;1;0.349999994;-100.0199966;-86.91999817;-0.009800000116;-0.008999999613;0;0.9998999834
301793.61;301793.58;1;0.349999994;-100.0299988;-86.91000366;-0.009800000116;-0.008999999613;0;0.9998999834
301902.85;301902.83;1;0.3600000143;-100.0400009;-86.91000366;-0.009800000116;-0.008999999613;0;0.9998999834
302012.19;302012.12;1;0.349999994;-100.0400009;-86.91000366;-0.009800000116;-0.008999999613;0;0.9998999834
302121.18;302121.16;1;0.349999994;-100.0400009;-86.91000366;-0.009800000116;-0.008999999613;0;0.9998999834
302230.49;302230.47;1;0.349999994;-100.0299988;-86.91999817;-0.009800000116;-0.008999999613;0;0.9998999834
302339.59;302339.56;1;0.349999994;-100.0299988;-86.91999817;-0.009800000116;-0.008999999613;0;0.9998999834
302448.79;302448.76;1;0.349999994;-100.0299988;-86.91999817;-0.009800000116;-0.008999999613;0;0.9998999834
302558.13;302558.11;1;0.349999994;-100.0299988;-86.91999817;-0.009800000116;-0.008999999613;0;0.9998999834
302667.24;302667.21;1;0.349999994;-100.0400009;-86.91000366;-0.009800000116;-0.008999999613;0;0.9998999834
302776.35;302776.33;1;0.349999994;-100.0299988;-86.91999817;-0.009800000116;-0.008999999613;0;0.9998999834
302885.54;302885.51;1;0.349999994;-100.0400009;-86.91999817;-0.009800000116;-0.008999999613;0;0.9998999834
302994.75;302994.72;1;0.349999994;-100.0400009;-86.91999817;-0.009800000116;-0.008999999613;0;0.9998999834
303103.93;303103.9;1;0.349999994;-100.0400009;-86.91999817;-0.009800000116;-0.008999999613;0;0.9998999834
303213.07;303213.05;1;0.349999994;-100.0199966;-86.91999817;-0.009800000116;-0.008999999613;0;0.9998999834
303322.31;303322.28;1;0.349999994;-100.0199966;-86.91999817;-0.009800000116;-0.008999999613;0;0.9998999834
303431.59;303431.56;1;0.349999994;-100.0199966;-86.91999817;-0.009800000116;-0.008999999613;0;0.9998999834
303540.69;303540.66;1;0.349999994;-100.0199966;-86.91999817;-0.009800000116;-0.008999999613;0;0.9998999834
303649.98;303649.95;1;0.349999994;-100.0299988;-86.91000366;-0.009800000116;-0.008999999613;0;0.9998999834
303759.07;303759.04;1;0.349999994;-100.0400009;-86.91999817;-0.009800000116;-0.008999999613;0;0.9998999834
303868.28;303868.25;1;0.349999994;-100.0400009;-86.91999817;-0.009800000116;-0.008999999613;0;0.9998999834
303977.48;303977.46;1;0.349999994;-100.0400009;-86.91999817;-0.009800000116;-0.008999999613;0;0.9998999834
304086.71;304086.69;1;0.349999994;-100.0400009;-86.91999817;-0.009800000116;-0.008999999613;0;0.9998999834
304195.84;304195.81;1;0.349999994;-100.0400009;-86.91999817;-0.009800000116;-0.008999999613;0;0.9998999834
304305.09;304305.06;1;0.349999994;-100.0400009;-86.91999817;-0.009800000116;-0.008999999613;0;0.9998999834
304414.24;304414.22;1;0.349999994;-100.0400009;-86.91999817;-0.009800000116;-0.008999999613;0;0.9998999834
304523.44;304523.41;1;0.349999994;-100.0400009;-86.91999817;-0.009800000116;-0.008999999613;0;0.9998999834
304632.65;304632.62;1;0.349999994;-100.0400009;-86.91000366;-0.009800000116;-0.008999999613;0;0.9998999834
304741.83;304741.8;1;0.349999994;-100.0400009;-86.91000366;-0.009800000116;-0.008999999613;0;0.9998999834
304851.07;304851.04;1;0.349999994;-100.0299988;-86.91999817;-0.009800000116;-0.008999999613;0;0.9998999834
304960.39;304960.36;1;0.349999994;-100.0199966;-86.91999817;-0.009800000116;-0.008999999613;0;0.9998999834
305069.4;305069.37;1;0.349999994;-100.0299988;-86.91999817;-0.009800000116;-0.008999999613;0;0.9998999834
305178.57;305178.55;1;0.349999994;-100.0299988;-86.91000366;-0.009800000116;-0.008999999613;0;0.9998999834
305287.8;305287.77;1;0.349999994;-100.0299988;-86.91999817;-0.009800000116;-0.008999999613;0;0.9998999834
305396.97;305396.94;1;0.349999994;-100.0199966;-86.91999817;-0.009800000116;-0.008999999613;0;0.9998999834
305506.22;305506.19;1;0.349999994;-100.0199966;-86.91999817;-0.009800000116;-0.008999999613;0;0.9998999834
305615.38;305615.35;1;0.349999994;-100.0299988;-86.91999817;-0.009800000116;-0.008999999613;0;0.9998999834
305724.57;305724.54;1;0.349999994;-100.0400009;-86.91000366;-0.009800000116;-0.008999999613;0;0.9998999834
305833.76;305833.74;1;0.349999994;-100.0400009;-86.91999817;-0.009800000116;-0.008999999613;0;0.9998999834
305942.99;305942.97;1;0.349999994;-100.0400009;-86.91999817;-0.009800000116;-0.008999999613;0;0.9998999834
306052.18;306052.16;1;0.3600000143;-100.0500031;-86.91000366;-0.009800000116;-0.008999999613;0;0.9998999834
306161.32;306161.29;1;0.349999994;-100.0299988;-86.91000366;-0.009800000116;-0.008999999613;0;0.9998999834
306270.57;306270.55;1;0.3400000036;-100.0299988;-86.91999817;-0.009800000116;-0.008999999613;0;0.9998999834
306379.63;306379.61;1;0.349999994;-100.0299988;-86.91999817;-0.009800000116;-0.008999999613;0;0.9998999834
306488.89;306488.87;1;0.349999994;-100.0299988;-86.91999817;-0.009800000116;-0.008999999613;0;0.9998999834
306598.11;306598.08;1;0.349999994;-100.0299988;-86.91000366;-0.009800000116;-0.008999999613;0;0.9998999834
306707.3;306707.28;1;0.349999994;-100.0299988;-86.91999817;-0.009800000116;-0.008999999613;0;0.9998999834
306816.49;306816.46;1;0.349999994;-100.0400009;-86.91999817;-0.009800000116;-0.008999999613;0;0.9998999834
306925.68;306925.65;1;0.349999994;-100.0500031;-86.91999817;-0.009800000116;-0.008999999613;0;0.9998999834
307034.89;307034.86;1;0.349999994;-100.0500031;-86.91999817;-0.009800000116;-0.008999999613;0;0.9998999834
307144.06;307144.03;1;0.349999994;-100.0500031;-86.91000366;-0.009800000116;-0.008999999613;0;0.9998999834
307253.26;307253.23;1;0.349999994;-100.0299988;-86.91999817;-0.009800000116;-0.008999999613;0;0.9998999834
307362.44;307362.42;1;0.349999994;-100.0299988;-86.91999817;-0.009800000116;-0.008999999613;0;0.9998999834
307471.68;307471.66;1;0.349999994;-100.0400009;-86.91000366;-0.009800000116;-0.008999999613;0;0.9998999834
307580.84;307580.81;1;0.349999994;-100.0400009;-86.91000366;-0.009800000116;-0.008999999613;0;0.9998999834
307690.26;307690.23;1;0.349999994;-100.0400009;-86.91000366;-0.009800000116;-0.008999999613;0;0.9998999834
307799.19;307799.17;1;0.349999994;-100.0299988;-86.91000366;-0.009800000116;-0.008999999613;0;0.9998999834
307908.5;307908.48;1;0.349999994;-100.0299988;-86.91999817;-0.009800000116;-0.008999999613;0;0.9998999834
308017.6;308017.57;1;0.349999994;-100.0299988;-86.91000366;-0.009800000116;-0.008999999613;0;0.9998999834
308126.8;308126.77;1;0.349999994;-100.0299988;-86.91000366;-0.009800000116;-0.008999999613;0;0.9998999834
308236.04;308236.01;1;0.349999994;-100.0299988;-86.91999817;-0.009800000116;-0.008999999613;0;0.9998999834
308345.19;308345.17;1;0.349999994;-100.0400009;-86.91999817;-0.009800000116;-0.008999999613;0;0.9998999834
308454.39;308454.37;1;0.349999994;-100.0400009;-86.91999817;-0.009800000116;-0.008999999613;0;0.9998999834
308563.65;308563.62;1;0.349999994;-100.0400009;-86.91000366;-0.009800000116;-0.008999999613;0;0.9998999834
308672.78;308672.76;1;0.349999994;-100.0299988;-86.91000366;-0.009800000116;-0.008999999613;0;0.9998999834
308781.97;308781.94;1;0.349999994;-100.0299988;-86.91000366;-0.009800000116;-0.008999999613;0;0.9998999834
308891.16;308891.13;1;0.349999994;-100.0299988;-86.91999817;-0.009800000116;-0.008999999613;0;0.9998999834
309000.36;309000.33;1;0.349999994;-100.0299988;-86.91999817;-0.009800000116;-0.008999999613;0;0.9998999834
309109.59;309109.57;1;0.349999994;-100.0299988;-86.91999817;-0.009800000116;-0.008999999613;0;0.9998999834
309218.74;309218.71;1;0.349999994;-100.0299988;-86.91999817;-0.009800000116;-0.008999999613;0;0.9998999834
309327.94;309327.91;1;0.349999994;-100.0400009;-86.91999817;-0.009800000116;-0.008999999613;0;0.9998999834
309437.13;309437.1;1;0.349999994;-100.0400009;-86.91999817;-0.009800000116;-0.008999999613;0;0.9998999834
309546.37;309546.35;1;0.349999994;-100.0400009;-86.91000366;-0.009800000116;-0.008999999613;0;0.9998999834
309655.5;309655.47;1;0.349999994;-100.0400009;-86.91000366;-0.009800000116;-0.008999999613;0;0.9998999834
309764.79;309764.76;1;0.349999994;-100.0400009;-86.91999817;-0.009800000116;-0.008999999613;0;0.9998999834
309873.99;309873.96;1;0.349999994;-100.0299988;-86.91999817;-0.009800000116;-0.008999999613;0;0.9998999834
309983.11;309983.09;1;0.3400000036;-100.0199966;-86.91999817;-0.009800000116;-0.008999999613;0;0.9998999834
310092.29;310092.26;1;0.349999994;-100.0299988;-86.91999817;-0.009800000116;-0.008999999613;0;0.9998999834
310201.49;310201.46;1;0.349999994;-100.0400009;-86.91999817;-0.009800000116;-0.008999999613;0;0.9998999834
310310.68;310310.66;1;0.349999994;-100.0400009;-86.91999817;-0.009800000116;-0.008999999613;0;0.9998999834
310419.88;310419.85;1;0.349999994;-100.0400009;-86.91000366;-0.009800000116;-0.008999999613;0;0.9998999834
310529.04;310529.01;1;0.3600000143;-100.0400009;-86.91000366;-0.009800000116;-0.008999999613;0;0.9998999834
310638.27;310638.25;1;0.3600000143;-100.0299988;-86.91000366;-0.009800000116;-0.008999999613;0;0.9998999834
310747.49;310747.46;1;0.349999994;-100.0299988;-86.91000366;-0.009800000116;-0.008999999613;0;0.9998999834
310856.67;310856.65;1;0.349999994;-100.0199966;-86.91999817;-0.009800000116;-0.008999999613;0;0.9998999834
310965.82;310965.79;1;0.349999994;-100.0299988;-86.91000366;-0.009800000116;-0.008999999613;0;0.9998999834
311075.01;311074.98;1;0.3600000143;-100.0400009;-86.91000366;-0.009800000116;-0.008999999613;0;0.9998999834
311184.4;311184.37;1;0.349999994;-100.0299988;-86.91999817;-0.009800000116;-0.008999999613;0;0.9998999834
311293.45;311293.43;1;0.349999994;-100.0400009;-86.91999817;-0.009800000116;-0.008999999613;0;0.9998999834
311402.6;311402.57;1;0.349999994;-100.0400009;-86.91999817;-0.009800000116;-0.008999999613;0;0.9998999834
311511.81;311511.78;1;0.349999994;-100.0299988;-86.91000366;-0.009800000116;-0.008999999613;0;0.9998999834
311620.91;311620.88;1;0.349999994;-100.0299988;-86.91000366;-0.009800000116;-0.008999999613;0;0.9998999834
311730.17;311730.14;1;0.349999994;-100.0400009;-86.91000366;-0.009800000116;-0.008999999613;0;0.9998999834
311839.38;311839.35;1;0.349999994;-100.0299988;-86.91999817;-0.009800000116;-0.008999999613;0;0.9998999834
311948.68;311948.65;1;0.349999994;-100.0400009;-86.91999817;-0.009800000116;-0.008999999613;0;0.9998999834
312057.75;312057.73;1;0.349999994;-100.0400009;-86.91999817;-0.009800000116;-0.008999999613;0;0.9998999834
312166.94;312166.92;1;0.349999994;-100.0400009;-86.91000366;-0.009800000116;-0.008999999613;0;0.9998999834
312276.18;312276.15;1;0.3600000143;-100.0400009;-86.91000366;-0.009800000116;-0.008999999613;0;0.9998999834
312385.38;312385.36;1;0.349999994;-100.0400009;-86.91999817;-0.009800000116;-0.008999999613;0;0.9998999834
312494.64;312494.61;1;0.3600000143;-100.0400009;-86.91000366;-0.009800000116;-0.008999999613;0;0.9998999834
312603.71;312603.68;1;0.349999994;-100.0400009;-86.91000366;-0.009800000116;-0.008999999613;0;0.9998999834
312712.94;312712.91;1;0.349999994;-100.0299988;-86.91999817;-0.009800000116;-0.008999999613;0;0.9998999834
312822.19;312822.16;1;0.349999994;-100.0299988;-86.91000366;-0.009800000116;-0.008999999613;0;0.9998999834
312931.31;312931.28;1;0.3600000143;-100.0400009;-86.91000366;-0.009800000116;-0.008999999613;0;0.9998999834
313040.56;313040.53;1;0.349999994;-100.0400009;-86.91000366;-0.009800000116;-0.008999999613;0;0.9998999834
313149.75;313149.72;1;0.349999994;-100.0400009;-86.91999817;-0.009800000116;-0.008999999613;0;0.9998999834
313258.87;313258.84;1;0.349999994;-100.0299988;-86.91999817;-0.009800000116;-0.008999999613;0;0.9998999834
313368.21;313368.15;1;0.349999994;-100.0299988;-86.91999817;-0.009800000116;-0.008999999613;0;0.9998999834
313477.27;313477.25;1;0.349999994;-100.0299988;-86.91999817;-0.009800000116;-0.008999999613;0;0.9998999834
313586.52;313586.5;1;0.349999994;-100.0400009;-86.91999817;-0.009800000116;-0.008999999613;0;0.9998999834
313695.65;313695.63;1;0.3600000143;-100.0500031;-86.91000366;-0.009800000116;-0.008999999613;0;0.9998999834
313804.95;313804.92;1;0.349999994;-100.0400009;-86.91999817;-0.009800000116;-0.008999999613;0;0.9998999834
313914.04;313914.02;1;0.3400000036;-100.0299988;-86.91999817;-0.009800000116;-0.008999999613;0;0.9998999834
314023.24;314023.22;1;0.3400000036;-100.0199966;-86.91999817;-0.009800000116;-0.008999999613;0;0.9998999834
314132.52;314132.5;1;0.349999994;-100.0299988;-86.91999817;-0.009800000116;-0.008999999613;0;0.9998999834
314241.66;314241.63;1;0.349999994;-100.0299988;-86.91999817;-0.009800000116;-0.008999999613;0;0.9998999834
314350.89;314350.86;1;0.349999994;-100.0299988;-86.91999817;-0.009800000116;-0.008999999613;0;0.9998999834
314459.99;314459.97;1;0.349999994;-100.0299988;-86.91999817;-0.009800000116;-0.008999999613;0;0.9998999834
314569.2;314569.17;1;0.349999994;-100.0299988;-86.91999817;-0.009800000116;-0.008999999613;0;0.9998999834
314678.4;314678.38;1;0.349999994;-100.0400009;-86.91000366;-0.009800000116;-0.008999999613;0;0.9998999834
314787.65;314787.61;1;0.349999994;-100.0400009;-86.91000366;-0.009800000116;-0.008999999613;0;0.9998999834
314896.77;314896.75;1;0.349999994;-100.0299988;-86.91999817;-0.009800000116;-0.008999999613;0;0.9998999834
315005.94;315005.91;1;0.349999994;-100.0400009;-86.91999817;-0.009800000116;-0.008999999613;0;0.9998999834
315115.17;315115.15;1;0.349999994;-100.0400009;-86.91999817;-0.009800000116;-0.008999999613;0;0.9998999834
315224.38;315224.35;1;0.349999994;-100.0500031;-86.91000366;-0.009800000116;-0.008999999613;0;0.9998999834
315333.54;315333.51;1;0.3600000143;-100.0400009;-86.91000366;-0.009800000116;-0.008999999613;0;0.9998999834
315442.73;315442.7;1;0.3600000143;-100.0299988;-86.91000366;-0.009800000116;-0.008999999613;0;0.9998999834
315552.02;315551.99;1;0.349999994;-100.0299988;-86.91999817;-0.009800000116;-0.008999999613;0;0.9998999834
315661.17;315661.14;1;0.349999994;-100.0299988;-86.91999817;-0.009800000116;-0.008999999613;0;0.9998999834
315770.36;315770.34;1;0.349999994;-100.0299988;-86.91000366;-0.009800000116;-0.008999999613;0;0.9998999834
315879.66;315879.63;1;0.349999994;-100.0199966;-86.91999817;-0.009800000116;-0.008999999613;0;0.9998999834
315988.69;315988.66;1;0.349999994;-100.0299988;-86.91999817;-0.009800000116;-0.008999999613;0;0.9998999834
316097.9;316097.88;1;0.349999994;-100.0299988;-86.91999817;-0.009800000116;-0.008999999613;0;0.9998999834
316207.09;316207.07;1;0.349999994;-100.0199966;-86.91999817;-0.009800000116;-0.008999999613;0;0.9998999834
316316.36;316316.33;1;0.349999994;-100.0199966;-86.91999817;-0.009800000116;-0.008999999613;0;0.9998999834
316425.53;316425.51;1;0.349999994;-100.0299988;-86.91000366;-0.009800000116;-0.008999999613;0;0.9998999834
316534.67;316534.65;1;0.3400000036;-100.0299988;-86.91999817;-0.009800000116;-0.008999999613;0;0.9998999834
316643.84;316643.81;1;0.349999994;-100.0400009;-86.91999817;-0.009800000116;-0.008999999613;0;0.9998999834
316752.99;316752.96;1;0.349999994;-100.0400009;-86.91999817;-0.009800000116;-0.008999999613;0;0.9998999834
316862.27;316862.24;1;0.349999994;-100.0400009;-86.91000366;-0.009800000116;-0.008999999613;0;0.9998999834
316971.45;316971.43;1;0.349999994;-100.0400009;-86.91000366;-0.009800000116;-0.008999999613;0;0.9998999834
317080.63;317080.61;1;0.349999994;-100.0400009;-86.91999817;-0.009800000116;-0.008999999613;0;0.9998999834
317189.83;317189.8;1;0.349999994;-100.0400009;-86.91999817;-0.009800000116;-0.008999999613;0;0.9998999834
317299.01;317298.98;1;0.349999994;-100.0299988;-86.91999817;-0.009800000116;-0.008999999613;0;0.9998999834
317408.38;317408.35;1;0.349999994;-100.0400009;-86.91999817;-0.009800000116;-0.008999999613;0;0.9998999834
317517.42;317517.39;1;0.349999994;-100.0400009;-86.91999817;-0.009800000116;-0.008999999613;0;0.9998999834
317626.68;317626.65;1;0.349999994;-100.0299988;-86.91999817;-0.009800000116;-0.008999999613;0;0.9998999834
317735.8;317735.77;1;0.349999994;-100.0299988;-86.91999817;-0.009800000116;-0.008999999613;0;0.9998999834
317844.99;317844.96;1;0.349999994;-100.0400009;-86.91999817;-0.009800000116;-0.008999999613;0;0.9998999834
317954.34;317954.32;1;0.349999994;-100.0299988;-86.91999817;-0.009800000116;-0.008999999613;0;0.9998999834
318063.46;318063.43;1;0.3400000036;-100.0400009;-86.91999817;-0.009800000116;-0.008999999613;0;0.9998999834
318172.66;318172.63;1;0.349999994;-100.0400009;-86.91999817;-0.009800000116;-0.008999999613;0;0.9998999834
318281.75;318281.73;1;0.349999994;-100.0400009;-86.91999817;-0.009800000116;-0.008999999613;0;0.9998999834
318390.97;318390.94;1;0.349999994;-100.0400009;-86.91000366;-0.009800000116;-0.008999999613;0;0.9998999834
318500.19;318500.17;1;0.349999994;-100.0299988;-86.91999817;-0.009800000116;-0.008999999613;0;0.9998999834
318609.34;318609.32;1;0.349999994;-100.0299988;-86.91999817;-0.009800000116;-0.008999999613;0;0.9998999834
318718.55;318718.53;1;0.349999994;-100.0299988;-86.91999817;-0.009800000116;-0.008999999613;0;0.9998999834
318827.71;318827.69;1;0.349999994;-100.0299988;-86.91999817;-0.009800000116;-0.008999999613;0;0.9998999834
318936.92;318936.89;1;0.349999994;-100.0299988;-86.91000366;-0.009800000116;-0.008999999613;0;0.9998999834
319046.18;319046.15;1;0.349999994;-100.0400009;-86.91999817;-0.009800000116;-0.008999999613;0;0.9998999834
319155.33;319155.31;1;0.349999994;-100.0400009;-86.91999817;-0.009800000116;-0.008999999613;0;0.9998999834
319264.51;319264.48;1;0.349999994;-100.0299988;-86.91999817;-0.009800000116;-0.008999999613;0;0.9998999834
319373.81;319373.78;1;0.349999994;-100.0299988;-86.91000366;-0.009800000116;-0.008999999613;0;0.9998999834
319482.86;319482.84;1;0.349999994;-100.0199966;-86.91999817;-0.009800000116;-0.008999999613;0;0.9998999834
319592.08;319592.06;1;0.349999994;-100.0199966;-86.91999817;-0.009800000116;-0.008999999613;0;0.9998999834
319701.28;319701.26;1;0.349999994;-100.0299988;-86.91000366;-0.009800000116;-0.008999999613;0;0.9998999834
319810.47;319810.44;1;0.349999994;-100.0299988;-86.91999817;-0.009800000116;-0.008999999613;0;0.9998999834
319919.73;319919.7;1;0.349999994;-100.0299988;-86.91000366;-0.009800000116;-0.008999999613;0;0.9998999834
320028.84;320028.81;1;0.349999994;-100.0299988;-86.91999817;-0.009800000116;-0.008999999613;0;0.9998999834
320138.08;320138.06;1;0.349999994;-100.0299988;-86.91999817;-0.009800000116;-0.008999999613;0;0.9998999834
320247.24;320247.21;1;0.349999994;-100.0299988;-86.91999817;-0.009800000116;-0.008999999613;0;0.9998999834
320356.43;320356.4;1;0.349999994;-100.0299988;-86.91999817;-0.009800000116;-0.008999999613;0;0.9998999834
